"Date Administered","AgeGroupVacc","7-day_avg_group_cases_per_100k","Administered_Dose1_pct_agegroup","Series_Complete_Pop_pct_agegroup"
"2021 Sep 15 12:00:00 AM","25 - 49 Years","48.03020636595","68.8%","59.5%"
"2021 Sep 15 12:00:00 AM","50 - 64 Years","33.95547186662","81.9%","73.8%"
"2021 Sep 15 12:00:00 AM","65+ Years","25.68815692167","92.3%","84.6%"
"2021 Sep 14 12:00:00 AM","<2 Years","18.6666648502","0%","0%"
"2021 Sep 14 12:00:00 AM","2 - 4 Years","42.09513511194","0%","0%"
"2021 Sep 14 12:00:00 AM","5 - 11 Years","53.60564868274","0.7%","0.4%"
"2021 Sep 14 12:00:00 AM","12 - 17 Years","62.07021108583","55.8%","45.7%"
"2021 Sep 14 12:00:00 AM","18 - 24 Years","51.60294416736","62.5%","52%"
"2021 Sep 14 12:00:00 AM","25 - 49 Years","48.55019331504","68.7%","59.4%"
"2021 Sep 14 12:00:00 AM","50 - 64 Years","34.02176321287","81.8%","73.7%"
"2021 Sep 14 12:00:00 AM","65+ Years","25.62922579609","92.3%","84.5%"
"2021 Sep 13 12:00:00 AM","<2 Years","18.71248933265","0%","0%"
"2021 Sep 13 12:00:00 AM","2 - 4 Years","42.36514652845","0%","0%"
"2021 Sep 13 12:00:00 AM","5 - 11 Years","54.66479477535","0.7%","0.4%"
"2021 Sep 13 12:00:00 AM","12 - 17 Years","63.86846209057","55.7%","45.5%"
"2021 Sep 13 12:00:00 AM","18 - 24 Years","51.63461749647","62.3%","51.8%"
"2021 Sep 13 12:00:00 AM","25 - 49 Years","48.33973815452","68.6%","59.2%"
"2021 Sep 13 12:00:00 AM","50 - 64 Years","33.79950558279","81.7%","73.6%"
"2021 Sep 13 12:00:00 AM","65+ Years","25.35412578832","92.2%","84.5%"
"2021 Sep 12 12:00:00 AM","<2 Years","17.49256729991","0%","0%"
"2021 Sep 12 12:00:00 AM","2 - 4 Years","39.10369283956","0%","0%"
"2021 Sep 12 12:00:00 AM","5 - 11 Years","51.17448403866","0.7%","0.4%"
"2021 Sep 12 12:00:00 AM","12 - 17 Years","60.4901029467","55.5%","45.3%"
"2021 Sep 12 12:00:00 AM","18 - 24 Years","48.40157424577","62.2%","51.6%"
"2021 Sep 12 12:00:00 AM","25 - 49 Years","45.14243351289","68.4%","59%"
"2021 Sep 12 12:00:00 AM","50 - 64 Years","31.34263931857","81.6%","73.4%"
"2021 Sep 12 12:00:00 AM","65+ Years","23.58724908134","92.2%","84.4%"
"2021 Sep 11 12:00:00 AM","<2 Years","17.35880935114","0%","0%"
"2021 Sep 11 12:00:00 AM","2 - 4 Years","38.55123527026","0%","0%"
"2021 Sep 11 12:00:00 AM","5 - 11 Years","50.67981409972","0.7%","0.4%"
"2021 Sep 11 12:00:00 AM","12 - 17 Years","59.67806327419","55.4%","45.2%"
"2021 Sep 11 12:00:00 AM","18 - 24 Years","47.14882316895","62.1%","51.5%"
"2021 Sep 11 12:00:00 AM","25 - 49 Years","44.4924167569","68.4%","59%"
"2021 Sep 11 12:00:00 AM","50 - 64 Years","30.95033984486","81.6%","73.4%"
"2021 Sep 11 12:00:00 AM","65+ Years","23.33566867078","92.2%","84.4%"
"2021 Sep 10 12:00:00 AM","<2 Years","17.62013275105","0%","0%"
"2021 Sep 10 12:00:00 AM","2 - 4 Years","39.17119569369","0%","0%"
"2021 Sep 10 12:00:00 AM","5 - 11 Years","51.39143572762","0.7%","0.4%"
"2021 Sep 10 12:00:00 AM","12 - 17 Years","60.67969308121","55.2%","44.9%"
"2021 Sep 10 12:00:00 AM","18 - 24 Years","47.82294506915","62%","51.4%"
"2021 Sep 10 12:00:00 AM","25 - 49 Years","44.91557581315","68.2%","58.9%"
"2021 Sep 10 12:00:00 AM","50 - 64 Years","31.16374349375","81.5%","73.3%"
"2021 Sep 10 12:00:00 AM","65+ Years","23.50136291177","92.1%","84.4%"
"2021 Sep 09 12:00:00 AM","<2 Years","17.69320422306","0%","0%"
"2021 Sep 09 12:00:00 AM","2 - 4 Years","39.0699414125","0%","0%"
"2021 Sep 09 12:00:00 AM","5 - 11 Years","51.98102203048","0.7%","0.4%"
"2021 Sep 09 12:00:00 AM","12 - 17 Years","61.23361606457","55%","44.5%"
"2021 Sep 09 12:00:00 AM","18 - 24 Years","48.03331270281","61.7%","51.2%"
"2021 Sep 09 12:00:00 AM","25 - 49 Years","44.9122688496","68.1%","58.6%"
"2021 Sep 09 12:00:00 AM","50 - 64 Years","31.1689650724","81.4%","73.2%"
"2021 Sep 09 12:00:00 AM","65+ Years","23.50083438149","92.1%","84.3%"
"2021 Sep 08 12:00:00 AM","<2 Years","17.41330333027","0%","0%"
"2021 Sep 08 12:00:00 AM","2 - 4 Years","38.56722278834","0%","0%"
"2021 Sep 08 12:00:00 AM","5 - 11 Years","51.51096003774","0.7%","0.4%"
"2021 Sep 08 12:00:00 AM","12 - 17 Years","60.02811975749","54.8%","44.3%"
"2021 Sep 08 12:00:00 AM","18 - 24 Years","47.07318536808","61.5%","51%"
"2021 Sep 08 12:00:00 AM","25 - 49 Years","44.19359953025","67.9%","58.5%"
"2021 Sep 08 12:00:00 AM","50 - 64 Years","30.61366153495","81.3%","73.1%"
"2021 Sep 08 12:00:00 AM","65+ Years","23.07906722261","92%","84.2%"
"2021 Sep 07 12:00:00 AM","<2 Years","17.50866779374","0%","0%"
"2021 Sep 07 12:00:00 AM","2 - 4 Years","38.49971993421","0%","0%"
"2021 Sep 07 12:00:00 AM","5 - 11 Years","51.7309249446","0.7%","0.4%"
"2021 Sep 07 12:00:00 AM","12 - 17 Years","60.41129740886","54.7%","44%"
"2021 Sep 07 12:00:00 AM","18 - 24 Years","46.89354559103","61.4%","50.9%"
"2021 Sep 07 12:00:00 AM","25 - 49 Years","44.08632163259","67.7%","58.3%"
"2021 Sep 07 12:00:00 AM","50 - 64 Years","30.53670000625","81.2%","72.9%"
"2021 Sep 07 12:00:00 AM","65+ Years","23.06876088226","92%","84.2%"
"2021 Sep 06 12:00:00 AM","<2 Years","17.18541941755","0%","0%"
"2021 Sep 06 12:00:00 AM","2 - 4 Years","38.20483904513","0%","0%"
"2021 Sep 06 12:00:00 AM","5 - 11 Years","51.37888065303","0.7%","0.4%"
"2021 Sep 06 12:00:00 AM","12 - 17 Years","59.94474578267","54.5%","43.7%"
"2021 Sep 06 12:00:00 AM","18 - 24 Years","46.61888582664","61.2%","50.7%"
"2021 Sep 06 12:00:00 AM","25 - 49 Years","43.3675200347","67.6%","58.1%"
"2021 Sep 06 12:00:00 AM","50 - 64 Years","29.9382616887","81.1%","72.8%"
"2021 Sep 06 12:00:00 AM","65+ Years","22.6977326297","91.9%","84.1%"
"2021 Sep 05 12:00:00 AM","<2 Years","18.09076257079","0%","0%"
"2021 Sep 05 12:00:00 AM","2 - 4 Years","40.90495321022","0%","0%"
"2021 Sep 05 12:00:00 AM","5 - 11 Years","54.67132341414","0.7%","0.4%"
"2021 Sep 05 12:00:00 AM","12 - 17 Years","63.6463218426","54.4%","43.6%"
"2021 Sep 05 12:00:00 AM","18 - 24 Years","49.22129891264","61.1%","50.6%"
"2021 Sep 05 12:00:00 AM","25 - 49 Years","45.70911478734","67.6%","58.1%"
"2021 Sep 05 12:00:00 AM","50 - 64 Years","31.65820428875","81.1%","72.8%"
"2021 Sep 05 12:00:00 AM","65+ Years","23.9212802147","91.9%","84.1%"
"2021 Sep 04 12:00:00 AM","<2 Years","17.87526365333","0%","0%"
"2021 Sep 04 12:00:00 AM","2 - 4 Years","40.32229699565","0%","0%"
"2021 Sep 04 12:00:00 AM","5 - 11 Years","54.12944639473","0.7%","0.4%"
"2021 Sep 04 12:00:00 AM","12 - 17 Years","62.92165352726","54.3%","43.4%"
"2021 Sep 04 12:00:00 AM","18 - 24 Years","48.81663667801","61%","50.6%"
"2021 Sep 04 12:00:00 AM","25 - 49 Years","45.18515948199","67.5%","58%"
"2021 Sep 04 12:00:00 AM","50 - 64 Years","31.25864000997","81%","72.7%"
"2021 Sep 04 12:00:00 AM","65+ Years","23.6395735785","91.9%","84.1%"
"2021 Sep 03 12:00:00 AM","<2 Years","18.0139756002","0%","0%"
"2021 Sep 03 12:00:00 AM","2 - 4 Years","41.00798388231","0%","0%"
"2021 Sep 03 12:00:00 AM","5 - 11 Years","54.92995795075","0.7%","0.4%"
"2021 Sep 03 12:00:00 AM","12 - 17 Years","63.83876725023","54.1%","43.2%"
"2021 Sep 03 12:00:00 AM","18 - 24 Years","49.34137392151","60.9%","50.4%"
"2021 Sep 03 12:00:00 AM","25 - 49 Years","45.61982677141","67.4%","57.9%"
"2021 Sep 03 12:00:00 AM","50 - 64 Years","31.53084317489","81%","72.7%"
"2021 Sep 03 12:00:00 AM","65+ Years","23.74395830767","91.8%","84%"
"2021 Sep 02 12:00:00 AM","<2 Years","18.53414540096","0%","0%"
"2021 Sep 02 12:00:00 AM","2 - 4 Years","42.66180380843","0%","0%"
"2021 Sep 02 12:00:00 AM","5 - 11 Years","55.90423173912","0.7%","0.4%"
"2021 Sep 02 12:00:00 AM","12 - 17 Years","64.94490005308","53.8%","42.8%"
"2021 Sep 02 12:00:00 AM","18 - 24 Years","50.67070827171","60.7%","50.3%"
"2021 Sep 02 12:00:00 AM","25 - 49 Years","46.72580766209","67.2%","57.7%"
"2021 Sep 02 12:00:00 AM","50 - 64 Years","32.11565998293","80.8%","72.5%"
"2021 Sep 02 12:00:00 AM","65+ Years","24.0507701319","91.8%","84%"
"2021 Sep 01 12:00:00 AM","<2 Years","18.82766978853","0%","0%"
"2021 Sep 01 12:00:00 AM","2 - 4 Years","43.43808663089","0%","0%"
"2021 Sep 01 12:00:00 AM","5 - 11 Years","56.04083095068","0.7%","0.4%"
"2021 Sep 01 12:00:00 AM","12 - 17 Years","65.44457284735","53.6%","42.5%"
"2021 Sep 01 12:00:00 AM","18 - 24 Years","51.52494268522","60.5%","50.1%"
"2021 Sep 01 12:00:00 AM","25 - 49 Years","47.61696820037","67%","57.6%"
"2021 Sep 01 12:00:00 AM","50 - 64 Years","32.77403294229","80.7%","72.4%"
"2021 Sep 01 12:00:00 AM","65+ Years","24.37000241758","91.7%","83.9%"
"2021 Aug 31 12:00:00 AM","<2 Years","19.26857561965","0%","0%"
"2021 Aug 31 12:00:00 AM","2 - 4 Years","44.4506294428","0%","0%"
"2021 Aug 31 12:00:00 AM","5 - 11 Years","56.43656690183","0.7%","0.4%"
"2021 Aug 31 12:00:00 AM","12 - 17 Years","65.66157360371","53.4%","42.2%"
"2021 Aug 31 12:00:00 AM","18 - 24 Years","52.99137054948","60.3%","49.9%"
"2021 Aug 31 12:00:00 AM","25 - 49 Years","49.12110750283","66.9%","57.4%"
"2021 Aug 31 12:00:00 AM","50 - 64 Years","33.68962540613","80.6%","72.3%"
"2021 Aug 31 12:00:00 AM","65+ Years","24.7962620838","91.6%","83.9%"
"2021 Aug 30 12:00:00 AM","<2 Years","19.94975035875","0%","0%"
"2021 Aug 30 12:00:00 AM","2 - 4 Years","45.62482382643","0%","0%"
"2021 Aug 30 12:00:00 AM","5 - 11 Years","57.0969638254","0.7%","0.4%"
"2021 Aug 30 12:00:00 AM","12 - 17 Years","66.33827333081","53.2%","41.9%"
"2021 Aug 30 12:00:00 AM","18 - 24 Years","54.40012459059","60.1%","49.7%"
"2021 Aug 30 12:00:00 AM","25 - 49 Years","50.72009052001","66.7%","57.3%"
"2021 Aug 30 12:00:00 AM","50 - 64 Years","34.72304392717","80.5%","72.2%"
"2021 Aug 30 12:00:00 AM","65+ Years","25.41834221665","91.6%","83.8%"
"2021 Aug 29 12:00:00 AM","<2 Years","20.25937524015","0%","0%"
"2021 Aug 29 12:00:00 AM","2 - 4 Years","46.38334273992","0%","0%"
"2021 Aug 29 12:00:00 AM","5 - 11 Years","57.48416232582","0.7%","0.4%"
"2021 Aug 29 12:00:00 AM","12 - 17 Years","66.85907514609","53%","41.5%"
"2021 Aug 29 12:00:00 AM","18 - 24 Years","55.22504935627","59.9%","49.6%"
"2021 Aug 29 12:00:00 AM","25 - 49 Years","51.73122769599","66.5%","57.1%"
"2021 Aug 29 12:00:00 AM","50 - 64 Years","35.22840192977","80.4%","72%"
"2021 Aug 29 12:00:00 AM","65+ Years","25.80311225633","91.5%","83.7%"
"2021 Aug 28 12:00:00 AM","<2 Years","20.47487415761","0%","0%"
"2021 Aug 28 12:00:00 AM","2 - 4 Years","46.92869474563","0%","0%"
"2021 Aug 28 12:00:00 AM","5 - 11 Years","57.6850435193","0.7%","0.4%"
"2021 Aug 28 12:00:00 AM","12 - 17 Years","67.03381786043","52.8%","41.4%"
"2021 Aug 28 12:00:00 AM","18 - 24 Years","55.68691267779","59.8%","49.5%"
"2021 Aug 28 12:00:00 AM","25 - 49 Years","52.19367347924","66.4%","57%"
"2021 Aug 28 12:00:00 AM","50 - 64 Years","35.51990223316","80.3%","72%"
"2021 Aug 28 12:00:00 AM","65+ Years","25.93471629463","91.5%","83.7%"
"2021 Aug 27 12:00:00 AM","<2 Years","20.3535012041","0%","0%"
"2021 Aug 27 12:00:00 AM","2 - 4 Years","46.47393867572","0%","0%"
"2021 Aug 27 12:00:00 AM","5 - 11 Years","56.95333377206","0.7%","0.4%"
"2021 Aug 27 12:00:00 AM","12 - 17 Years","65.90198759958","52.6%","41%"
"2021 Aug 27 12:00:00 AM","18 - 24 Years","55.32763312369","59.7%","49.4%"
"2021 Aug 27 12:00:00 AM","25 - 49 Years","51.86324168102","66.3%","56.9%"
"2021 Aug 27 12:00:00 AM","50 - 64 Years","35.38573036454","80.3%","71.9%"
"2021 Aug 27 12:00:00 AM","65+ Years","25.85358689753","91.4%","83.7%"
"2021 Aug 26 12:00:00 AM","<2 Years","19.87667888674","0%","0%"
"2021 Aug 26 12:00:00 AM","2 - 4 Years","45.18427888371","0%","0%"
"2021 Aug 26 12:00:00 AM","5 - 11 Years","55.63756195477","0.7%","0.4%"
"2021 Aug 26 12:00:00 AM","12 - 17 Years","64.11744190577","52.2%","40.6%"
"2021 Aug 26 12:00:00 AM","18 - 24 Years","53.89335132479","59.4%","49.1%"
"2021 Aug 26 12:00:00 AM","25 - 49 Years","50.9317361874","66.1%","56.7%"
"2021 Aug 26 12:00:00 AM","50 - 64 Years","34.82974575162","80.1%","71.7%"
"2021 Aug 26 12:00:00 AM","65+ Years","25.56765201913","91.4%","83.6%"
"2021 Aug 25 12:00:00 AM","<2 Years","19.62650198256","0%","0%"
"2021 Aug 25 12:00:00 AM","2 - 4 Years","44.23035697144","0%","0%"
"2021 Aug 25 12:00:00 AM","5 - 11 Years","54.39912939698","0.7%","0.4%"
"2021 Aug 25 12:00:00 AM","12 - 17 Years","62.26322754807","52%","40.3%"
"2021 Aug 25 12:00:00 AM","18 - 24 Years","52.85947713422","59.2%","49%"
"2021 Aug 25 12:00:00 AM","25 - 49 Years","50.10010099308","65.9%","56.5%"
"2021 Aug 25 12:00:00 AM","50 - 64 Years","34.21768592457","80%","71.6%"
"2021 Aug 25 12:00:00 AM","65+ Years","25.14007102723","91.3%","83.5%"
"2021 Aug 24 12:00:00 AM","<2 Years","19.09270868702","0%","0%"
"2021 Aug 24 12:00:00 AM","2 - 4 Years","43.02418755164","0%","0%"
"2021 Aug 24 12:00:00 AM","5 - 11 Years","51.89866074115","0.7%","0.4%"
"2021 Aug 24 12:00:00 AM","12 - 17 Years","59.4553519716","51.7%","39.9%"
"2021 Aug 24 12:00:00 AM","18 - 24 Years","50.86074824638","59%","48.8%"
"2021 Aug 24 12:00:00 AM","25 - 49 Years","48.3811413382","65.7%","56.3%"
"2021 Aug 24 12:00:00 AM","50 - 64 Years","33.00242025165","79.8%","71.5%"
"2021 Aug 24 12:00:00 AM","65+ Years","24.51587677328","91.2%","83.5%"
"2021 Aug 23 12:00:00 AM","<2 Years","18.46231242847","0%","0%"
"2021 Aug 23 12:00:00 AM","2 - 4 Years","41.59419287868","0%","0%"
"2021 Aug 23 12:00:00 AM","5 - 11 Years","49.65933763685","0.7%","0.4%"
"2021 Aug 23 12:00:00 AM","12 - 17 Years","56.64347901277","51.5%","39.6%"
"2021 Aug 23 12:00:00 AM","18 - 24 Years","49.23406279153","58.7%","48.6%"
"2021 Aug 23 12:00:00 AM","25 - 49 Years","47.27423449773","65.5%","56.2%"
"2021 Aug 23 12:00:00 AM","50 - 64 Years","32.24438324774","79.7%","71.4%"
"2021 Aug 23 12:00:00 AM","65+ Years","23.9632983715","91.1%","83.4%"
"2021 Aug 22 12:00:00 AM","<2 Years","18.42639594223","0%","0%"
"2021 Aug 22 12:00:00 AM","2 - 4 Years","41.03462974578","0%","0%"
"2021 Aug 22 12:00:00 AM","5 - 11 Years","48.18738069164","0.7%","0.4%"
"2021 Aug 22 12:00:00 AM","12 - 17 Years","54.45976613817","51.2%","39.3%"
"2021 Aug 22 12:00:00 AM","18 - 24 Years","49.2662088569","58.5%","48.5%"
"2021 Aug 22 12:00:00 AM","25 - 49 Years","47.46339281296","65.3%","56%"
"2021 Aug 22 12:00:00 AM","50 - 64 Years","32.34609051871","79.6%","71.2%"
"2021 Aug 22 12:00:00 AM","65+ Years","23.95907012931","91.1%","83.3%"
"2021 Aug 21 12:00:00 AM","<2 Years","18.31121548635","0%","0%"
"2021 Aug 21 12:00:00 AM","2 - 4 Years","40.67757517526","0%","0%"
"2021 Aug 21 12:00:00 AM","5 - 11 Years","47.42654317134","0.7%","0.4%"
"2021 Aug 21 12:00:00 AM","12 - 17 Years","53.53008921352","51.1%","39.2%"
"2021 Aug 21 12:00:00 AM","18 - 24 Years","49.1877346385","58.5%","48.4%"
"2021 Aug 21 12:00:00 AM","25 - 49 Years","47.58336945067","65.2%","56%"
"2021 Aug 21 12:00:00 AM","50 - 64 Years","32.31180971979","79.5%","71.2%"
"2021 Aug 21 12:00:00 AM","65+ Years","23.96409116692","91%","83.3%"
"2021 Aug 20 12:00:00 AM","<2 Years","18.19479653094","0%","0%"
"2021 Aug 20 12:00:00 AM","2 - 4 Years","40.13399956045","0%","0%"
"2021 Aug 20 12:00:00 AM","5 - 11 Years","46.40456009951","0.7%","0.4%"
"2021 Aug 20 12:00:00 AM","12 - 17 Years","52.42053008294","50.8%","38.9%"
"2021 Aug 20 12:00:00 AM","18 - 24 Years","49.1177696727","58.3%","48.3%"
"2021 Aug 20 12:00:00 AM","25 - 49 Years","47.62358212747","65.1%","55.9%"
"2021 Aug 20 12:00:00 AM","50 - 64 Years","32.25255615345","79.5%","71.1%"
"2021 Aug 20 12:00:00 AM","65+ Years","23.8935323753","91%","83.3%"
"2021 Aug 19 12:00:00 AM","<2 Years","18.22947451766","0%","0%"
"2021 Aug 19 12:00:00 AM","2 - 4 Years","40.02563971567","0%","0%"
"2021 Aug 19 12:00:00 AM","5 - 11 Years","45.13197773883","0.7%","0.4%"
"2021 Aug 19 12:00:00 AM","12 - 17 Years","51.20475479266","50.4%","38.5%"
"2021 Aug 19 12:00:00 AM","18 - 24 Years","49.88454787897","58.1%","48.1%"
"2021 Aug 19 12:00:00 AM","25 - 49 Years","48.37637931069","64.9%","55.7%"
"2021 Aug 19 12:00:00 AM","50 - 64 Years","32.68730933179","79.3%","71%"
"2021 Aug 19 12:00:00 AM","65+ Years","24.01694419435","90.9%","83.2%"
"2021 Aug 18 12:00:00 AM","<2 Years","17.9607201206","0%","0%"
"2021 Aug 18 12:00:00 AM","2 - 4 Years","39.38969177415","0%","0%"
"2021 Aug 18 12:00:00 AM","5 - 11 Years","43.41745675249","0.7%","0.4%"
"2021 Aug 18 12:00:00 AM","12 - 17 Years","49.413927498","50.1%","38.2%"
"2021 Aug 18 12:00:00 AM","18 - 24 Years","49.85523823113","57.9%","47.9%"
"2021 Aug 18 12:00:00 AM","25 - 49 Years","48.49648822693","64.7%","55.5%"
"2021 Aug 18 12:00:00 AM","50 - 64 Years","32.72181715586","79.2%","70.8%"
"2021 Aug 18 12:00:00 AM","65+ Years","23.93475773669","90.8%","83.1%"
"2021 Aug 17 12:00:00 AM","<2 Years","17.55325377666","0%","0%"
"2021 Aug 17 12:00:00 AM","2 - 4 Years","38.05917499149","0%","0%"
"2021 Aug 17 12:00:00 AM","5 - 11 Years","41.69138509752","0.7%","0.4%"
"2021 Aug 17 12:00:00 AM","12 - 17 Years","47.44607327052","49.8%","37.9%"
"2021 Aug 17 12:00:00 AM","18 - 24 Years","49.558832599","57.7%","47.8%"
"2021 Aug 17 12:00:00 AM","25 - 49 Years","48.05600068167","64.5%","55.4%"
"2021 Aug 17 12:00:00 AM","50 - 64 Years","32.45370044379","79%","70.7%"
"2021 Aug 17 12:00:00 AM","65+ Years","23.53333899336","90.8%","83.1%"
"2021 Aug 16 12:00:00 AM","<2 Years","17.32536986395","0%","0%"
"2021 Aug 16 12:00:00 AM","2 - 4 Years","37.18696706053","0%","0%"
"2021 Aug 16 12:00:00 AM","5 - 11 Years","39.88044113831","0.7%","0.4%"
"2021 Aug 16 12:00:00 AM","12 - 17 Years","45.49706384557","49.5%","37.6%"
"2021 Aug 16 12:00:00 AM","18 - 24 Years","49.47468554553","57.4%","47.6%"
"2021 Aug 16 12:00:00 AM","25 - 49 Years","47.89052022547","64.3%","55.3%"
"2021 Aug 16 12:00:00 AM","50 - 64 Years","32.18830803362","78.9%","70.6%"
"2021 Aug 16 12:00:00 AM","65+ Years","23.28757241582","90.7%","83%"
"2021 Aug 15 12:00:00 AM","<2 Years","17.01946048112","0%","0%"
"2021 Aug 15 12:00:00 AM","2 - 4 Years","36.09093387641","0%","0%"
"2021 Aug 15 12:00:00 AM","5 - 11 Years","37.92636932875","0.7%","0.4%"
"2021 Aug 15 12:00:00 AM","12 - 17 Years","43.56175973154","49.2%","37.3%"
"2021 Aug 15 12:00:00 AM","18 - 24 Years","49.56876006036","57.2%","47.5%"
"2021 Aug 15 12:00:00 AM","25 - 49 Years","47.97716267056","64.1%","55.1%"
"2021 Aug 15 12:00:00 AM","50 - 64 Years","32.10090334763","78.8%","70.5%"
"2021 Aug 15 12:00:00 AM","65+ Years","22.9979378255","90.6%","83%"
"2021 Aug 14 12:00:00 AM","<2 Years","17.00335998729","0%","0%"
"2021 Aug 14 12:00:00 AM","2 - 4 Years","35.82447524169","0%","0%"
"2021 Aug 14 12:00:00 AM","5 - 11 Years","37.23282700827","0.7%","0.4%"
"2021 Aug 14 12:00:00 AM","12 - 17 Years","42.9278891011","49%","37.2%"
"2021 Aug 14 12:00:00 AM","18 - 24 Years","49.91858488936","57.1%","47.4%"
"2021 Aug 14 12:00:00 AM","25 - 49 Years","48.07663613424","64.1%","55.1%"
"2021 Aug 14 12:00:00 AM","50 - 64 Years","32.12156263705","78.7%","70.5%"
"2021 Aug 14 12:00:00 AM","65+ Years","22.97362543288","90.6%","82.9%"
"2021 Aug 13 12:00:00 AM","<2 Years","16.67763461205","0%","0%"
"2021 Aug 13 12:00:00 AM","2 - 4 Years","34.9806895651","0%","0%"
"2021 Aug 13 12:00:00 AM","5 - 11 Years","36.00393630716","0.7%","0.4%"
"2021 Aug 13 12:00:00 AM","12 - 17 Years","41.62759772676","48.7%","37%"
"2021 Aug 13 12:00:00 AM","18 - 24 Years","49.43875759012","57%","47.3%"
"2021 Aug 13 12:00:00 AM","25 - 49 Years","47.46167319191","63.9%","55%"
"2021 Aug 13 12:00:00 AM","50 - 64 Years","31.68136085491","78.6%","70.4%"
"2021 Aug 13 12:00:00 AM","65+ Years","22.58859112806","90.5%","82.9%"
"2021 Aug 12 12:00:00 AM","<2 Years","16.28998426053","0%","0%"
"2021 Aug 12 12:00:00 AM","2 - 4 Years","34.00012178936","0%","0%"
"2021 Aug 12 12:00:00 AM","5 - 11 Years","34.5118912426","0.7%","0.4%"
"2021 Aug 12 12:00:00 AM","12 - 17 Years","40.74588939036","48.3%","36.6%"
"2021 Aug 12 12:00:00 AM","18 - 24 Years","50.82103840092","56.7%","47.2%"
"2021 Aug 12 12:00:00 AM","25 - 49 Years","48.88274156993","63.7%","54.9%"
"2021 Aug 12 12:00:00 AM","50 - 64 Years","33.19766188787","78.5%","70.3%"
"2021 Aug 12 12:00:00 AM","65+ Years","24.06107647225","90.5%","82.9%"
"2021 Aug 11 12:00:00 AM","<2 Years","15.74752146831","0%","0%"
"2021 Aug 11 12:00:00 AM","2 - 4 Years","32.85790244189","0%","0%"
"2021 Aug 11 12:00:00 AM","5 - 11 Years","32.75819842353","0.7%","0.4%"
"2021 Aug 11 12:00:00 AM","12 - 17 Years","38.99446486463","47.9%","36.4%"
"2021 Aug 11 12:00:00 AM","18 - 24 Years","49.92803961447","56.5%","47%"
"2021 Aug 11 12:00:00 AM","25 - 49 Years","47.79395688972","63.5%","54.7%"
"2021 Aug 11 12:00:00 AM","50 - 64 Years","32.29818821029","78.3%","70.2%"
"2021 Aug 11 12:00:00 AM","65+ Years","23.43159691556","90.4%","82.8%"
"2021 Aug 10 12:00:00 AM","<2 Years","15.40693409876","0%","0%"
"2021 Aug 10 12:00:00 AM","2 - 4 Years","31.90398052962","0%","0%"
"2021 Aug 10 12:00:00 AM","5 - 11 Years","31.419325269","0.7%","0.4%"
"2021 Aug 10 12:00:00 AM","12 - 17 Years","37.67818396087","47.5%","36.1%"
"2021 Aug 10 12:00:00 AM","18 - 24 Years","49.4411212714","56.3%","46.9%"
"2021 Aug 10 12:00:00 AM","25 - 49 Years","47.21788383878","63.3%","54.6%"
"2021 Aug 10 12:00:00 AM","50 - 64 Years","31.77239794343","78.2%","70.1%"
"2021 Aug 10 12:00:00 AM","65+ Years","23.0299139071","90.3%","82.8%"
"2021 Aug 09 12:00:00 AM","<2 Years","14.87933330084","0%","0%"
"2021 Aug 09 12:00:00 AM","2 - 4 Years","30.47398585666","0%","0%"
"2021 Aug 09 12:00:00 AM","5 - 11 Years","30.05383535633","0.7%","0.4%"
"2021 Aug 09 12:00:00 AM","12 - 17 Years","36.25911322515","47.1%","35.9%"
"2021 Aug 09 12:00:00 AM","18 - 24 Years","48.88518343505","56%","46.7%"
"2021 Aug 09 12:00:00 AM","25 - 49 Years","46.40979422496","63.1%","54.5%"
"2021 Aug 09 12:00:00 AM","50 - 64 Years","31.01390688921","78.1%","70%"
"2021 Aug 09 12:00:00 AM","65+ Years","22.42078276597","90.3%","82.7%"
"2021 Aug 08 12:00:00 AM","<2 Years","14.32820101194","0%","0%"
"2021 Aug 08 12:00:00 AM","2 - 4 Years","29.08129539256","0%","0%"
"2021 Aug 08 12:00:00 AM","5 - 11 Years","28.4683805368","0.7%","0.4%"
"2021 Aug 08 12:00:00 AM","12 - 17 Years","34.58649423726","46.7%","35.6%"
"2021 Aug 08 12:00:00 AM","18 - 24 Years","47.49533884416","55.8%","46.6%"
"2021 Aug 08 12:00:00 AM","25 - 49 Years","44.75247637071","62.9%","54.4%"
"2021 Aug 08 12:00:00 AM","50 - 64 Years","29.79160343638","77.9%","69.9%"
"2021 Aug 08 12:00:00 AM","65+ Years","21.67925479113","90.2%","82.7%"
"2021 Aug 07 12:00:00 AM","<2 Years","14.10527109733","0%","0%"
"2021 Aug 07 12:00:00 AM","2 - 4 Years","28.83437705773","0%","0%"
"2021 Aug 07 12:00:00 AM","5 - 11 Years","28.08369305129","0.7%","0.4%"
"2021 Aug 07 12:00:00 AM","12 - 17 Years","34.27584052288","46.5%","35.5%"
"2021 Aug 07 12:00:00 AM","18 - 24 Years","47.31333538583","55.7%","46.6%"
"2021 Aug 07 12:00:00 AM","25 - 49 Years","44.3774667038","62.8%","54.4%"
"2021 Aug 07 12:00:00 AM","50 - 64 Years","29.50645983742","77.9%","69.9%"
"2021 Aug 07 12:00:00 AM","65+ Years","21.41102567692","90.2%","82.7%"
